borough_original,ward_original,election_date,surname,firstname,party,votes,elected,ward,borough,WD22CD,LAD22CD
Camden,Haverstock,2022-05-05,McGinty,Peter,The Green Party,643,False,Haverstock,Camden,E05013660,E09000007
Camden,Haverstock,2022-05-05,Parkinson,Shreena,Local Conservatives,292,False,Haverstock,Camden,E05013660,E09000007
Camden,Haverstock,2022-05-05,Roberts,David Charles,Local Conservatives,294,False,Haverstock,Camden,E05013660,E09000007
Camden,Highgate,2022-05-05,Antoniou,Panny,Labour Party,1527,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Arif-Adib,Camron,Labour Party,1809,True,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Barnes,Judith,Local Conservatives,403,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Berry,Sian,The Green Party,1967,True,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Farrow,Paul,Local Conservatives,431,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Merrin,Richard,Local Conservatives,380,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Pickthall,Stephen Raymond,Liberal Democrat,172,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Potts,Henry William Windle,Liberal Democrat,188,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Price,Munro,Liberal Democrat,206,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Russell,Lorna Jane,The Green Party,1460,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Stansell,David,The Green Party,929,False,Highgate,Camden,E05013661,E09000007
Camden,Highgate,2022-05-05,Wright,Anna Francesca,Labour Party,1898,True,Highgate,Camden,E05013661,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Barabas,Stephen Paul,Liberal Democrat,268,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Frost,Alison,Local Conservatives,349,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Fullbrook,Julian,Labour Party,1807,True,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Hirt,Maurice,Local Conservatives,362,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Lester,Adam,Local Conservatives,354,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,McGinnis,Patrick Edward,Independent,214,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Olad,Awale,Labour Party,1686,True,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Vincent,Sue,Labour Party,1779,True,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Wagner,Eric,Liberal Democrat,213,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Holborn & Covent Garden,2022-05-05,Wattebot O'Brien,Charlotte,Liberal Democrat,299,False,Holborn & Covent Garden,Camden,E05013662,E09000007
Camden,Kentish Town North,2022-05-05,Ascher,Brigitte,The Green Party,673,False,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,Davies,Darryl,Local Conservatives,157,False,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,Kelly,Jade,Liberal Democrat,238,False,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,Manzoor,Farhana,Trade Union and Socialist Party,105,False,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,McNamara,Sylvia Ann,Labour and Cooperative Party,1560,True,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,Newbrook,Jillian,Liberal Democrat,124,False,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,Sheppard,Lucy,Local Conservatives,145,False,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town North,2022-05-05,Slater,James,Labour and Cooperative Party,1303,True,Kentish Town North,Camden,E05013663,E09000007
Camden,Kentish Town South,2022-05-05,Apac,Meric,Labour Party,1664,True,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Bury,Francesca Edith,The Green Party,678,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Djurkovic,Helena,Liberal Democrat,250,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Gould,Georgia,Labour Party,1847,True,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Headlam-Wells,Jenny,Labour Party,1616,True,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Kendrick,Dominic,The Green Party,444,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Lee,Susan,Local Conservatives,244,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,McAuley,Derek,Liberal Democrat,151,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Power,Hannah Elizabeth,Trade Unionist and Socialist Party,122,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Ricketts,Alexander,Local Conservatives,221,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Trenner,Rebecca Nan,Liberal Democrat,174,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kentish Town South,2022-05-05,Webber,John,Local Conservatives,226,False,Kentish Town South,Camden,E05013664,E09000007
Camden,Kilburn,2022-05-05,Bhansali,Rahoul,Local Conservatives,395,False,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Hanson,Eddie,Labour Party,1646,True,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Hatton,Lloyd,Labour Party,1521,True,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Kothari,Daviyani Rayshma,Liberal Democrats,286,False,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Nykolyzsyn,Marc,Local Conservatives,340,False,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Patel,Hamir,Liberal Democrats,288,False,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Pelling-Bruce,Alexander,Local Conservatives,447,False,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Sturgeon,Kathryn,Liberal Democrats,375,False,Kilburn,Camden,E05013665,E09000007
Camden,Kilburn,2022-05-05,Umeadi,Nanouche,Labour Party,1405,True,Kilburn,Camden,E05013665,E09000007
Camden,King's Cross,2022-05-05,Baktis,Joan Paula,Liberal Democrat,214,False,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Bautista,Lotis,Labour Party,1317,True,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,De Morais,Douglas,Local Conservatives,219,False,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Fleming,Jack Francis Edmund,Liberal Democrat,167,False,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Frost,Catherine,Local Conservatives,249,False,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Manning,Clementine,Local Conservatives,218,False,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Martin-Lane,Liam,Labour Party,1256,True,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Newman,Benjamin,Liberal Democrat,185,False,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Simpson,Jonathan,Labour Party,1205,True,King's Cross,Camden,E05013666,E09000007
Camden,King's Cross,2022-05-05,Smith,Alex,The Green Party,417,False,King's Cross,Camden,E05013666,E09000007
Camden,Primrose Hill,2022-05-05,Andrews,Alex,Local Conservatives,1009,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Andrews,Pierre,Local Conservatives,959,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Athian,Ajok,Labour Party,1375,True,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Bowen,James Iddon,Liberal Democrat,488,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Burrage,Anna,Labour Party,1568,True,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Cooper,Matt,Labour Party,1343,True,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Cowen,Phil,Independent,339,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Marsanu,Alexandra,Local Conservatives,910,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Temminck Tuinstra,Hinne Laurens Johanne,Liberal Democrat,373,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Primrose Hill,2022-05-05,Wrigley,Matthew John Martyn,The Green Party,647,False,Primrose Hill,Camden,E05013667,E09000007
Camden,Regent's Park,2022-05-05,Ali,Nassim,Labour Party,1504,True,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Aspinall,George,Local Conservatives,413,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Campling,Samuel Robert,Liberal Democrat,206,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Gayford,Christopher Michael,Liberal Democrat,188,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Johnson,Heather,Labour Party,1552,True,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Plowden,Hugo,The Green Party,423,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Radicke,Karen,Let London Live,114,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Reeves,Joanna Kate,Local Conservatives,390,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Shah,Nadia,Labour Party,1516,True,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Sheppard,Martin,Local Conservatives,355,False,Regent's Park,Camden,E05013668,E09000007
Camden,Regent's Park,2022-05-05,Stanier,Mary Elizabeth,Liberal Democrat,251,False,Regent's Park,Camden,E05013668,E09000007
Camden,South Hampstead,2022-05-05,Baker,James Philip,Liberal Democrat,436,False,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,De Ayala Parker,Nina,Labour Party,1692,True,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,De Malet Roquefort,Aimery Gregory  Hugues Michel,Liberal Democrat,424,False,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,De Morais,Marx,Local Conservatives,931,False,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,Harihanan,Pranay,Liberal Democrat,376,False,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,Lenga,Izzy,Labour Party,1655,True,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,Po,Calvin,Local Conservatives,947,False,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,Prince,Will,Labour Party,1564,True,South Hampstead,Camden,E05013670,E09000007
Camden,South Hampstead,2022-05-05,Williams,Don,Local Conservatives,976,False,South Hampstead,Camden,E05013670,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Billington,Hannah,Liberal Democrat,299,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Ellis,Alex,Local Conservatives,322,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Frondigoun,Edmund,Labour Party,1845,True,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Jenkins,Stewart David,Liberal Democrat,217,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Kaae,Axel,Local Conservatives,268,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Khatoon,Samata,Labour Party,1874,True,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Miah,Awal,Workers Party of Britain,239,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Miah,Shah,Labour Party,1799,True,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Pedersen,Michael Lund,Liberal Democrat,183,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Ricketts,Carole,Local Conservatives,290,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Shah,M D,Workers Party of Britain,202,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,St Pancras & Somers Town,2022-05-05,Wong,Neisha,Workers Party of Britain,196,False,St Pancras & Somers Town,Camden,E05013669,E09000007
Camden,West Hampstead,2022-05-05,Cohen,Ian,Local Conservatives,494,False,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Elkan,David,Liberal Democrat,964,False,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Gold,Marcus,Local Conservatives,449,False,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Grauberg,Janet Clementine,Liberal Democrat,1164,False,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Hardwick,Sharon,Labour Party,1332,True,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Horne,Peter,Local Conservatives,407,False,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Pearson,Elizabeth,Liberal Democrat,963,False,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Rahman,Nazma,Labour Party,1262,True,West Hampstead,Camden,E05013671,E09000007
Camden,West Hampstead,2022-05-05,Tiwari,Shiva,Labour Party,1202,True,West Hampstead,Camden,E05013671,E09000007
Croydon,Addiscombe East,2022-05-05,BAINS,Jitinder,Local Conservatives,1545,True,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,BENNETT,Andrew,Liberal Democrats,434,False,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,BOWELL,Thomas,Labour Party,1184,False,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,BURMAN-VINCE,Nicholas,Green Party,308,False,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,GOLBERG,Bernice,Green Party,425,False,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,HENSON,Maddie,Labour Party,1377,True,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,HOWARD,Rachel,Liberal Democrats,400,False,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe East,2022-05-05,KNIGHT,Kyle,Local Conservatives,1347,False,Addiscombe East,Croydon,E05011462,E09000008
Croydon,Addiscombe West,2022-05-05,Akif,Kerry,Green Party,522,False,Addiscombe West,Croydon,E05011463,E09000008
Croydon,Addiscombe West,2022-05-05,Dexiades,Kostandinos,Local Conservatives,816,False,Addiscombe West,Croydon,E05011463,E09000008
Croydon,Addiscombe West,2022-05-05,Fitzsimons,Sean,Labour and Co-operative Party,1540,True,Addiscombe West,Croydon,E05011463,E09000008
