borough_original,ward_original,election_date,surname,firstname,party,votes,elected,ward,borough,WD22CD,LAD22CD
Harrow,Rayners Lane,2022-05-05,Suresh,Krishna,Labour Party,1399,True,Rayners Lane,Harrow,E05013557,E09000015
Harrow,Rayners Lane,2022-05-05,Yogalingam,Sockalingam,Independent,559,False,Rayners Lane,Harrow,E05013557,E09000015
Harrow,Roxbourne,2022-05-05,Henson,Graham Douglas,Labour Party,1446,True,Roxbourne,Harrow,E05013558,E09000015
Harrow,Roxbourne,2022-05-05,Henson,Maxine Margaret,Labour Party,1369,True,Roxbourne,Harrow,E05013558,E09000015
Harrow,Roxbourne,2022-05-05,Hinckley,John Stuart Haddon,Conservative Party Candidate,687,False,Roxbourne,Harrow,E05013558,E09000015
Harrow,Roxbourne,2022-05-05,Rajalingam,Arunasalam,Conservative Party Candidate,764,False,Roxbourne,Harrow,E05013558,E09000015
Harrow,Roxbourne,2022-05-05,Yasin,Thomas Peter Sikandar,Liberal Democrats,170,False,Roxbourne,Harrow,E05013558,E09000015
Harrow,Roxeth,2022-05-05,Assadullah,Peymana,Labour and Co-operative Party,2009,True,Roxeth,Harrow,E05013559,E09000015
Harrow,Roxeth,2022-05-05,DELEEPAN,Rajagopal,Conservative Party Candidate,1422,False,Roxeth,Harrow,E05013559,E09000015
Harrow,Roxeth,2022-05-05,Kalubowila,Rashmi Suranga,Labour and Co-operative Party,1991,True,Roxeth,Harrow,E05013559,E09000015
Harrow,Roxeth,2022-05-05,Karunalingam,Sockalingam,Conservative Party Candidate,1364,False,Roxeth,Harrow,E05013559,E09000015
Harrow,Roxeth,2022-05-05,Miles,Jeremy Julian,Labour and Co-operative Party,2180,True,Roxeth,Harrow,E05013559,E09000015
Harrow,Roxeth,2022-05-05,Patel,Swati Rameshchandra,Green Party,553,False,Roxeth,Harrow,E05013559,E09000015
Harrow,Roxeth,2022-05-05,Pratheepan,Subankani Pathmanathan,Conservative Party Candidate,1242,False,Roxeth,Harrow,E05013559,E09000015
Harrow,Stanmore,2022-05-05,Ashton,Marilyn Joy,Conservative Party Candidate,2340,True,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Benjamin,Philip Richard,Conservative Party Candidate,2244,True,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Gallant,Jeffrey Charles,Labour Party,784,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Gibbons,Hannah Louise,Labour Party,852,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Koch,Howard Keith,Reform UK,95,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Kopelman,Nicola Jean,Liberal Democrats,392,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Levy,Philip Grenville,Liberal Democrats,330,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Levy,Sheila Michelle,Liberal Democrats,327,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Robinson,Linda Carol,Green Party,356,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Shah,Navin,Labour Party,803,False,Stanmore,Harrow,E05013560,E09000015
Harrow,Stanmore,2022-05-05,Wagman,Zak Oliver,Conservative Party Candidate,1992,True,Stanmore,Harrow,E05013560,E09000015
Harrow,Wealdstone North,2022-05-05,Choudhury,Shahania,Labour Party,1405,True,Wealdstone North,Harrow,E05013561,E09000015
Harrow,Wealdstone North,2022-05-05,Greek,Paul Francis,Conservative Party Candidate,766,False,Wealdstone North,Harrow,E05013561,E09000015
Harrow,Wealdstone North,2022-05-05,O'Dell,Phillip William,Labour Party,1361,True,Wealdstone North,Harrow,E05013561,E09000015
Harrow,Wealdstone North,2022-05-05,Tikoo,Vinod,Conservative Party Candidate,781,False,Wealdstone North,Harrow,E05013561,E09000015
Harrow,Wealdstone South,2022-05-05,Dolor,Kandy Ann Marie,Labour Party,888,True,Wealdstone South,Harrow,E05013562,E09000015
Harrow,Wealdstone South,2022-05-05,Gilligan,Dean,Labour Party,847,True,Wealdstone South,Harrow,E05013562,E09000015
Harrow,Wealdstone South,2022-05-05,Gothadiya,Naresh,Conservative Party Candidate,635,False,Wealdstone South,Harrow,E05013562,E09000015
Harrow,Wealdstone South,2022-05-05,Kara,Manji Kanji,Conservative Party Candidate,661,False,Wealdstone South,Harrow,E05013562,E09000015
Harrow,Wealdstone South,2022-05-05,Khatun,Halema,Green Party,208,False,Wealdstone South,Harrow,E05013562,E09000015
Harrow,West Harrow,2022-05-05,Dean,Edmund Thomas,Liberal Democrats,351,False,West Harrow,Harrow,E05013563,E09000015
Harrow,West Harrow,2022-05-05,Hussain,Asif,Labour Party,1459,True,West Harrow,Harrow,E05013563,E09000015
Harrow,West Harrow,2022-05-05,Ojo,Caroline Mojisola,Conservative Party Candidate,840,False,West Harrow,Harrow,E05013563,E09000015
Harrow,West Harrow,2022-05-05,Shah,Rajeshri,Labour Party,1507,True,West Harrow,Harrow,E05013563,E09000015
Harrow,West Harrow,2022-05-05,Sobiecki,Monica,Green Party,437,False,West Harrow,Harrow,E05013563,E09000015
Harrow,West Harrow,2022-05-05,Wilson,Luke Andrew Titus,Conservative Party Candidate,911,False,West Harrow,Harrow,E05013563,E09000015
Havering,Beam Park,2022-05-05,Beal,Daniel Mark,Rainham Independent Residents Association (Beam Park),415,False,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,Elliott,Ross William,Rainham Independent Residents Association (Beam Park),438,False,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,Huxtable [Huxtable],Linda Dawn [Lynne],Reform UK,23,False,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,McKeever,Trevor Roland,Labour Party,516,True,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,Oddy,Barry John,The Conservative Party Candidate,102,False,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,Phillips,Kuan,Green Party,30,False,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,Stanton,Matthew Christopher,Labour Party,530,True,Beam Park,Havering,E05013967,E09000016
Havering,Beam Park,2022-05-05,Strong [Strong],Thomas William [Tom],The Conservative Party Candidate,82,False,Beam Park,Havering,E05013967,E09000016
Havering,Cranham,2022-05-05,Brown,Susanne Elizabeth,Liberal Democrats,121,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Darvill,Kate Louise,Labour Party,449,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Dawson,David Richard Anthony,Labour Party,338,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Foong,Poh Cheong,The Conservative Party Candidate,435,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Ford,Gillian,Upminster and Cranham Residents Association,3107,True,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Hughes,David,Green Party,289,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,McEvoy,Tracey,The Conservative Party Candidate,535,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Ruck,Philip Lionel,Upminster and Cranham Residents Association,2636,True,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Sait,Philip Andrew Charles,Liberal Democrats,55,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Stafford,Jeffery George,Labour Party,306,False,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Tyler,John,Upminster and Cranham Residents Association,2807,True,Cranham,Havering,E05013968,E09000016
Havering,Cranham,2022-05-05,Weedon,Danny Robert Herbert George,The Conservative Party Candidate,496,False,Cranham,Havering,E05013968,E09000016
Havering,Elm Park,2022-05-05,Azharuddin [Azharuddin],Mohammed [Azza],The Conservative Party Candidate,474,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Best,Valerie Patricia,The Conservative Party Candidate,608,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Carr,Graham Michael,Labour Party,709,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Davis,Janet Patricia,Labour Party,769,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Davis,Michael Philip,Labour Party,616,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Haines,Gerald Leslie,Green Party,263,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Mugglestone,Barry,Hornchurch Residents Association,2971,True,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Nunn,Stephanie Jane,Hornchurch Residents Association,2934,True,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Travnicek,Matej,The Conservative Party Candidate,443,False,Elm Park,Havering,E05013969,E09000016
Havering,Elm Park,2022-05-05,Wilkes,Julie Lilian,Hornchurch Residents Association,2827,True,Elm Park,Havering,E05013969,E09000016
Havering,Emerson Park,2022-05-05,Coles,Pamela Ann,Liberal Democrats,64,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Garrard,Laurance Robert,Havering Residents Association - Emerson Park,1512,True,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Godwin,David,Havering Residents Association - Emerson Park,1498,True,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Gupta,Anil Kumar,Labour Party,380,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Heron,Sharon Lynne,Hornchurch and Upminster Independents Emerson Park,104,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Hogan,Victoria Pamela,Hornchurch and Upminster Independents Emerson Park,95,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Khiljee,Noshaba,The Conservative Party Candidate,835,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,McCarthy,Michael Anthony,Labour Party,331,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Potter,Graham Richard,Liberal Democrats,44,False,Emerson Park,Havering,E05013970,E09000016
Havering,Emerson Park,2022-05-05,Swan,Dominic Noel,The Conservative Party Candidate,947,False,Emerson Park,Havering,E05013970,E09000016
Havering,Gooshays,2022-05-05,Alexander,Isabelle,Independent Harold Hill Residents Association Gooshays,754,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Brown,Patricia Mary,Labour and Co-operative Party,1038,True,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Kershaw,Margaret Christine,Havering Residents Association - Gooshays,346,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Kukielka,Emilia Weronika,The Conservative Party Candidate,721,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,MacMaster,Grant Edward,Independent Harold Hill Residents Association Gooshays,689,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Mahal,Rashpinder Singh,The Conservative Party Candidate,568,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,McGeary,Paul Stephen Lawrence,Labour and Co-operative Party,1014,True,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Morant,Katie Joanna,Green Party,239,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Puncheon,Monica,Independent Harold Hill Residents Association Gooshays,575,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Samuel [Samuel],Gregory Ayodeji [Greg],The Conservative Party Candidate,720,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Trew,Graham Frank,Havering Residents Association - Gooshays,263,False,Gooshays,Havering,E05013971,E09000016
Havering,Gooshays,2022-05-05,Tumilty,Katharine Mary,Labour and Co-operative Party,901,True,Gooshays,Havering,E05013971,E09000016
Havering,Hacton,2022-05-05,Connew,Paul,The Conservative Party Candidate,430,False,Hacton,Havering,E05013972,E09000016
Havering,Hacton,2022-05-05,Earley,Sinead,Labour Party,272,False,Hacton,Havering,E05013972,E09000016
Havering,Hacton,2022-05-05,Jiggens,Susan Ann,Labour Party,275,False,Hacton,Havering,E05013972,E09000016
Havering,Hacton,2022-05-05,Marks,Patrick Oliver,The Conservative Party Candidate,337,False,Hacton,Havering,E05013972,E09000016
Havering,Hacton,2022-05-05,Morgon [Morgon],Raymond Paul [Ray],Hornchurch Residents Association,2315,True,Hacton,Havering,E05013972,E09000016
Havering,Hacton,2022-05-05,Whitney [Whitney],Reginald [Reg],Hornchurch Residents Association,2124,True,Hacton,Havering,E05013972,E09000016
Havering,Harold Wood,2022-05-05,Akinboboye [Akinboboye],Tolulope [Tolu],The Conservative Party Candidate,566,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Beth,Carole Anne,Labour and Co-operative Party,667,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Coles,Jonathan William Albert,Liberal Democrats,145,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Eagling,Brian Edward,Harold Wood Hill Park Residents Association,2081,True,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Edes,Ruth,The Conservative Party Candidate,426,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Goode,Martin Robert,Harold Wood Hill Park Residents Association,1884,True,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Koseda,Krystyna Helena,Labour and Co-operative Party,613,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Lammin [Lammin],Daniel Robert [Dan],Havering Residents Association - Harold Wood,484,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Meer,Adela Niamh,Havering Residents Association - Harold Wood,430,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Omosun Onaiwu,Sally,Labour and Co-operative Party,580,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Sanderson,Ian Victor,Liberal Democrats,99,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Turner,Katy,Havering Residents Association - Harold Wood,472,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Webster [Webster],Godfrey Joseph [Joe],The Conservative Party Candidate,405,False,Harold Wood,Havering,E05013973,E09000016
Havering,Harold Wood,2022-05-05,Wise,Darren Christopher,Harold Wood Hill Park Residents Association,1812,True,Harold Wood,Havering,E05013973,E09000016
Havering,Havering-atte-Bower,2022-05-05,Alasia,Sanchia Anita,Labour Party,1008,False,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Havering-atte-Bower,2022-05-05,Best [Best],Raymond Alan [Ray],The Conservative Party Candidate,1703,True,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Havering-atte-Bower,2022-05-05,Crowder,John Edward,The Conservative Party Candidate,1663,True,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Havering-atte-Bower,2022-05-05,Lashley,Benedicta,Labour Party,977,False,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Havering-atte-Bower,2022-05-05,Perry,Carol Ann,Havering Residents Association - Havering - atte-Bower,1157,False,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Havering-atte-Bower,2022-05-05,Ranjbaran,Taimaz,Labour Party,790,False,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Havering-atte-Bower,2022-05-05,White,Damian John,The Conservative Party Candidate,1504,True,Havering-atte-Bower,Havering,E05013974,E09000016
Havering,Heaton,2022-05-05,Ajidele [Ajidele],Oluwatoyin Ganiyat [Toyin],The Conservative Party Candidate,775,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Anderson,Mandy Jane,Labour and Co-operative Party,1267,True,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Bakoulas,Mary Vivien,Independent Harold Hill Residents Association Heaton,463,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Brice-Thompson,Wendy,Independent Harold Hill Residents Association Heaton,548,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Darvill,Keith Ernest,Labour and Co-operative Party,1200,True,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Glenn,Martin,Independent Harold Hill Residents Association Heaton,563,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Green,Edward Andrew,The Conservative Party Candidate,645,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Lavender,Bill,Havering Residents Association - Heaton,308,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Rimkus,Richard,The Conservative Party Candidate,598,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Tyler,Lesley Rosina,Havering Residents Association - Heaton,292,False,Heaton,Havering,E05013975,E09000016
Havering,Heaton,2022-05-05,Walker,Frankie Oreoluwa Mary-Ann,Labour and Co-operative Party,1153,True,Heaton,Havering,E05013975,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Birch,Colin,"English Constitution Party. Freedom, Magna Carta",140,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Birch,Jane Diana,"English Constitution Party, Bill of Rights",125,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Donald,Alexander Marc,The Conservative Party Candidate,1476,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Farnsworth,Robert Dennis,Labour Party,822,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Glass,James Thomas,Hornchurch Residents Association,1729,True,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Haines [Haines],Amanda Jane [Mandy],Green Party,562,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Hassan,Mohammad Quamrul,Labour Party,689,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Smith,Christine Ivy Rose,The Conservative Party Candidate,1596,True,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,White,Ciaran John,The Conservative Party Candidate,1483,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Wood,John Charles,Hornchurch Residents Association,1713,True,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Hylands & Harrow Lodge,2022-05-05,Wood,Michael Derek,Labour Party,756,False,Hylands & Harrow Lodge,Havering,E05013976,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Barrett,Kevin Patrick,Havering Residents Association - Marshalls/Rise Park,1432,False,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Chesney,Robert Antony,Havering Residents Association - Marshalls/Rise Park,1395,False,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Crowder,Philippa,The Conservative Party Candidate,2122,True,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Dervish,Osman Ali,The Conservative Party Candidate,1981,True,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Mann [Mann],Andrew James [Andy],Havering Residents Association - Marshalls/Rise Park,1440,False,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,McGeary,Siobhan,Labour Party,547,False,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Misir,Robby,The Conservative Party Candidate,1955,True,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Singh,Birendra,Labour Party,497,False,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Marshalls & Rise Park,2022-05-05,Singh,Carol Lesley,Labour Party,488,False,Marshalls & Rise Park,Havering,E05013977,E09000016
Havering,Mawneys,2022-05-05,Baker,Carol Denise,Havering Residents Association - Mawneys,1095,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Brown [Brown],Grenville Clark [Gren],Liberal Democrats,87,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,De Melo,Alison,Labour Party,681,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Deeks,John Frederick,Liberal Democrats,86,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Frost,Jason David,The Conservative Party Candidate,1627,True,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Hipson,Denise,Havering Residents Association - Mawneys,963,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,McGeary,Christine Anne,Labour Party,631,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Nichols,Daniel Alan,Labour Party,587,False,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Patel,Dilip,The Conservative Party Candidate,1595,True,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Smith,Carol Margaret,The Conservative Party Candidate,1467,True,Mawneys,Havering,E05013978,E09000016
Havering,Mawneys,2022-05-05,Trew,Linda Ann,Havering Residents Association - Mawneys,1045,False,Mawneys,Havering,E05013978,E09000016
Havering,Rainham & Wennington,2022-05-05,Adebayo [Adams],Susan [Susan],Green Party,242,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Darvill,Simon Maurice,Labour Party,881,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Durant,David Warren,Rainham Independent Residents Association (Rainham/Wennington),955,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Edwards,Sarah Jane,The Conservative Party Candidate,1206,True,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Ibnay Ambia,Mohammed Abdullah Siddique,Labour Party,827,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,McArdle [McArdle],Jacqueline May [Jackie],The Conservative Party Candidate,1295,True,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Osammor,Antonia,Labour Party,825,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Ospreay [Ospreay],Susan Patricia [Sue],The Conservative Party Candidate,1443,True,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Tebbutt [Tebbutt],Henry Albert [Alby],Rainham Independent Residents Association (Rainham/Wennington),848,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rainham & Wennington,2022-05-05,Tucker,Jeffrey,Rainham Independent Residents Association (Rainham/Wennington),1194,False,Rainham & Wennington,Havering,E05013979,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Benham,Robert Michael John,The Conservative Party Candidate,1561,True,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Bevan,Gemma Ann,Havering Residents Association - Rush Green / Crowlands,578,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Curtis,John Alex,Labour Party,1258,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Leatherbarrow,Angelina,Labour Party,1276,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Niemierko,Tracey Amanda,Havering Residents Association - Rush Green / Crowlands,466,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,O`Dea,Robert Francis,Independent,63,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Persaud [Persaud],Vidyotama [Viddy],The Conservative Party Candidate,1536,True,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Ritchie,Robert,Labour Party,1184,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Ryan,Timothy Paul George,The Conservative Party Candidate,1472,True,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,Rush Green & Crowlands,2022-05-05,Singh,Ajay Pal,Havering Residents Association - Rush Green / Crowlands,482,False,Rush Green & Crowlands,Havering,E05013980,E09000016
Havering,South Hornchurch,2022-05-05,Mirza Adeel,Akhtar,Labour Party,664,False,South Hornchurch,Havering,E05013984,E09000016
Havering,South Hornchurch,2022-05-05,Kim,Arrowsmith,Green Party,116,False,South Hornchurch,Havering,E05013984,E09000016
Havering,South Hornchurch,2022-05-05,Michael Deon,Burton,The Conservative Party Candidate,573,False,South Hornchurch,Havering,E05013984,E09000016
Havering,South Hornchurch,2022-05-05,Julia Ann,Pearman,Labour Party,669,False,South Hornchurch,Havering,E05013984,E09000016
Havering,South Hornchurch,2022-05-05,Natasha Anne,Summers,Rainham Independent Residents Association (South Hornchurch),1023,True,South Hornchurch,Havering,E05013984,E09000016
Havering,South Hornchurch,2022-05-05,Andromahi,Themistocli,The Conservative Party Candidate,500,False,South Hornchurch,Havering,E05013984,E09000016
Havering,South Hornchurch,2022-05-05,Graham Keith,Williamson,Rainham Independent Residents Association (South Hornchurch),1019,True,South Hornchurch,Havering,E05013984,E09000016
Havering,Squirrels Heath,2022-05-05,Bryan,Karen Emma,Havering Residents Association - Squirrels Heath,1124,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Burke [Burke],Mary Vivien [Vivien],Labour Party,871,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Clarke,Thomas Patrick,Liberal Democrats,235,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Hibbs-Brown,Caroline Naomi,Liberal Democrats,184,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Meyer,Nigel Lawrence,Labour Party,741,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Perry [Perry],Robert John [Bob],Havering Residents Association - Squirrels Heath,967,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Prince,Keith Anthony,The Conservative Party Candidate,2331,True,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Purnell,Christopher William,Labour Party,714,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Rushworth [Rushworth],Colin Douglas [Doug],Havering Residents Association - Squirrels Heath,897,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Stafford,Christopher Anthony,Liberal Democrats,161,False,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Vickery,Christine Violet,The Conservative Party Candidate,2383,True,Squirrels Heath,Havering,E05013985,E09000016
Havering,Squirrels Heath,2022-05-05,Wallace,Melvin John,Independent,237,False,Squirrels Heath,Havering,E05013985,E09000016
