Council,Ward Name,Councillor Name,Next Election,Party Name,Electoral Commission Party Code
Newham,Plaistow North,Zulfiqar Ali,2030-05-02,Labour Party,PP53
Newham,Plaistow North,Sophia Naqvi,2030-05-02,Newham Independents Party,PP17713
Newham,Plaistow South,Nazrul Islam,2030-05-02,Newham Independents Party,PP17713
Newham,Plaistow South,Obaid Khan,2030-05-02,Newham Independents Party,PP17713
Newham,Plaistow South,Tamzied Khan,2030-05-02,Newham Independents Party,PP17713
Newham,Plaistow West & Canning Town East,Shantu Ferdous,2030-05-02,Labour Party,PP53
Newham,Plaistow West & Canning Town East,Robert Gordon,2030-05-02,Labour Party,PP53
Newham,Plaistow West & Canning Town East,Madeleine Pontin,2030-05-02,Labour Party,PP53
Newham,Plashet,Zuber Gulamussen,2030-05-02,Newham Independents Party,PP17713
Newham,Plashet,Ilyas Sharif,2030-05-02,Newham Independents Party,PP17713
Newham,Royal Albert,Ann Easter,2030-05-02,Labour Party,PP53
Newham,Royal Albert,Poojitha Konkati,2030-05-02,Green Party (E&W),PP63
Newham,Royal Victoria,Rob Callender,2030-05-02,Green Party (E&W),PP63
Newham,Royal Victoria,Shabd Pyari,2030-05-02,Green Party (E&W),PP63
Newham,Stratford,Nate Higgins,2030-05-02,Green Party (E&W),PP63
Newham,Stratford,Joe Hudson-Small,2030-05-02,Green Party (E&W),PP63
Newham,Stratford,Danny Keeling,2030-05-02,Green Party (E&W),PP63
Newham,Stratford Olympic Park,Chae Hwang,2030-05-02,Green Party (E&W),PP63
Newham,Stratford Olympic Park,Sonia Quintero,2030-05-02,Green Party (E&W),PP63
Newham,Wall End,Kumar Anand,2030-05-02,Newham Independents Party,PP17713
Newham,Wall End,Muhammad Majeed,2030-05-02,Newham Independents Party,PP17713
Newham,Wall End,Noman Abu,2030-05-02,Newham Independents Party,PP17713
Newham,West Ham,Ibrahim Alom,2030-05-02,Green Party (E&W),PP63
Newham,West Ham,John Gray,2030-05-02,Labour Party,PP53
Newham,West Ham,Adjoa Kwarteng,2030-05-02,Labour Party,PP53
Redbridge,Aldborough,Kam Rai,2030-05-02,Labour Party,PP53
Redbridge,Aldborough,Jyotsna Islam,2030-05-02,Labour Party,PP53
Redbridge,Aldborough,Lebo Phakoe,2030-05-02,Labour Party,PP53
Redbridge,Barkingside,Harminder Bal,2030-05-02,Labour Party,PP53
Redbridge,Barkingside,Martin Sachs,2030-05-02,Labour Party,PP53
Redbridge,Barkingside,Syeda Pasha,2030-05-02,Labour Party,PP53
Redbridge,Bridge,Stephen Adams,2030-05-02,Conservative and Unionist,PP52
Redbridge,Bridge,Adam Joiner,2030-05-02,Conservative and Unionist,PP52
Redbridge,Bridge,Josiah Moseley,2030-05-02,Conservative and Unionist,PP52
Redbridge,Chadwell,Bert Jones,2030-05-02,Labour Party,PP53
Redbridge,Chadwell,Muhammad Afzal,2030-05-02,Redbridge Independents,PP17614
Redbridge,Chadwell,Niamh Atkins,2030-05-02,Green Party (E&W),PP63
Redbridge,Churchfields,Lloyd Duddridge,2030-05-02,Labour Party,PP53
Redbridge,Churchfields,Judith Garfield,2030-05-02,Labour Party,PP53
Redbridge,Churchfields,Guy Williams,2030-05-02,Labour Party,PP53
Redbridge,Clayhall,Kalpana Bose,2030-05-02,Labour Party,PP53
Redbridge,Clayhall,Jamal Uddin,2030-05-02,Labour Party,PP53
Redbridge,Clayhall,Kamal Qureshi,2030-05-02,Labour Party,PP53
Redbridge,Clementswood,Muhammed Javed,2030-05-02,Labour Party,PP53
Redbridge,Clementswood,Zulfiqar Hussain,2030-05-02,Labour Party,PP53
Redbridge,Clementswood,Fazlul Haque,2030-05-02,Redbridge Independents,PP17614
Redbridge,Cranbrook,Feza Haque,2030-05-02,Redbridge Independents,PP17614
Redbridge,Cranbrook,Mushtaq Ahmed,2030-05-02,Labour Party,PP53
Redbridge,Cranbrook,Mohamed Haleemdeen,2030-05-02,Redbridge Independents,PP17614
Redbridge,Fairlop,Bob Chattaway,2030-05-02,Labour Party,PP53
Redbridge,Fairlop,Erza Doda,2030-05-02,Labour Party,PP53
Redbridge,Fairlop,Yogesh Saini,2030-05-02,Labour Party,PP53
Redbridge,Fullwell,Matthew Goddin,2030-05-02,Labour Party,PP53
Redbridge,Fullwell,Vibhu Taneja,2030-05-02,Labour Party,PP53
Redbridge,Fullwell,Linda Mullis,2030-05-02,Labour Party,PP53
Redbridge,Goodmayes,Ben Cornish,2030-05-02,Labour Party,PP53
Redbridge,Goodmayes,Shorif Akhonda,2030-05-02,Labour Party,PP53
Redbridge,Goodmayes,Prabjit Gurm,2030-05-02,Labour Party,PP53
Redbridge,Hainault,Helen Mullis,2030-05-02,Labour Party,PP53
Redbridge,Hainault,Shah Ali,2030-05-02,Labour Party,PP53
Redbridge,Hainault,Neil Anderson,2030-05-02,Reform UK,PP7931
Redbridge,Ilford Town,Saima Ahmed,2030-05-02,Labour Party,PP53
Redbridge,Ilford Town,Hossain Enamul,2030-05-02,Redbridge Independents,PP17614
Redbridge,Loxford,Foyzur Rahman,2030-05-02,Labour Party,PP53
Redbridge,Loxford,Sahdia Warraich,2030-05-02,Labour Party,PP53
Redbridge,Loxford,Mazhar Saleem,2030-05-02,Labour Party,PP53
Redbridge,Mayfield,Harneek Kaur,2030-05-02,Labour Party,PP53
Redbridge,Mayfield,Noor Begum,2030-05-02,Redbridge Independents,PP17614
Redbridge,Mayfield,Rishi Bhagi,2030-05-02,Labour Party,PP53
Redbridge,Monkhams,Joel Herga,2030-05-02,Conservative and Unionist,PP52
Redbridge,Monkhams,Clark Vasey,2030-05-02,Conservative and Unionist,PP52
Redbridge,Newbury,Sunny Brar,2030-05-02,Labour Party,PP53
Redbridge,Newbury,Thavathuray Jeyaranjan,2030-05-02,Labour Party,PP53
Redbridge,Newbury,Syeda Choudhury,2030-05-02,Labour Party,PP53
Redbridge,Seven Kings,Imran Ahmed,2030-05-02,Redbridge Independents,PP17614
Redbridge,Seven Kings,Vanisha Solanki,2030-05-02,Labour Party,PP53
Redbridge,Seven Kings,Nav Johal,2030-05-02,Labour Party,PP53
Redbridge,South Woodford,Beverley Brewer,2030-05-02,Labour Party,PP53
Redbridge,South Woodford,Monika Patel,2030-05-02,Green Party (E&W),PP63
Redbridge,South Woodford,Kallan Greybe,2030-05-02,Green Party (E&W),PP63
Redbridge,Valentines,Rashida Choudhery,2030-05-02,Redbridge Independents,PP17614
Redbridge,Valentines,Alex Charlton-Holmes,2030-05-02,Labour Party,PP53
Redbridge,Valentines,Marwan Elfallah,2030-05-02,Redbridge Independents,PP17614
Redbridge,Wanstead Park,Emma Shepherd-Mallinson,2030-05-02,Labour Party,PP53
Redbridge,Wanstead Park,Milli Clack,2030-05-02,Green Party (E&W),PP63
Redbridge,Wanstead Village,Jo Blackman,2030-05-02,Labour Party,PP53
Redbridge,Wanstead Village,Susan Whitehead,2030-05-02,Green Party (E&W),PP63
Redbridge,Wanstead Village,Daniel Morgan-Thomas,2030-05-02,Labour Party,PP53
Richmond upon Thames,Barnes,Andy Hale,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Barnes,Duncan Rasor,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Barnes,Fiona Sacks,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,East Sheen,Julia Cambridge,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,East Sheen,Margaret Dane,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,East Sheen,Mohsin Khan,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Fulwell & Hampton Hill,Jonathan Cardy,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Fulwell & Hampton Hill,Matthew Hull,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Fulwell & Hampton Hill,Matthew Wherry,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,"Ham, Petersham & Richmond Riverside",Penelope Frost,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,"Ham, Petersham & Richmond Riverside",Seamus Joyce,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,"Ham, Petersham & Richmond Riverside",Dermot Kelly,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton,Sam Dalton,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton,Nick Kennerley,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton,Gareth Roberts,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton North,Carey Bishop,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton North,Jeremy Davis,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton North,Elizabeth Gant,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton Wick & South Teddington,Helen Baxter,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton Wick & South Teddington,Jim Millard,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Hampton Wick & South Teddington,Liz Tidhar,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Heathfield,John Coombs,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Heathfield,Lesley Pollesche,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Heathfield,Michael Wilson,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Kew,Kelvin Cheatle,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Kew,Maureen Goldthorpe,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Kew,Clare Vollum,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Mortlake & Barnes Common,Geri Cox,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Mortlake & Barnes Common,Michael Dingemans,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Mortlake & Barnes Common,Anton McNulty-Howard,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,North Richmond,Nancy Baldwin,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,North Richmond,Richard Pyne,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,North Richmond,Richard Warren,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,South Richmond,Massimo Chiesa,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,South Richmond,Chris Varley,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,South Richmond,Paulina Vassileva,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,South Twickenham,Michael Butlin,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,South Twickenham,Jack Jones,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,South Twickenham,Rhi Lee,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,St Margarets & North Twickenham,Alexander Ehmann,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,St Margarets & North Twickenham,Katie Mansfield,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,St Margarets & North Twickenham,Maria Margiotta,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Teddington,Richard Baker,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Teddington,Charlie Engel,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Teddington,Phil Giesler,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Twickenham Riverside,James Chard,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Twickenham Riverside,Andrew Duncan,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Twickenham Riverside,Julia Neden-Watts,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,West Twickenham,Piers Allen,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,West Twickenham,Alan Juriansz,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,West Twickenham,Rachel Robertson,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Whitton,Jo Humphreys,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Whitton,Nathanael MacDonald,2030-05-02,Liberal Democrats,PP90
Richmond upon Thames,Whitton,Kuldev Sehra,2030-05-02,Liberal Democrats,PP90
Southwark,Borough & Bankside,Victor Chamberlain,2030-05-02,Liberal Democrats,PP90
Southwark,Borough & Bankside,Hellen Benavides,2030-05-02,Liberal Democrats,PP90
Southwark,Borough & Bankside,David Watson,2030-05-02,Liberal Democrats,PP90
Southwark,Camberwell Green,Dora Dixon-Fyle,2030-05-02,Labour Party,PP53
Southwark,Camberwell Green,Jen Thornton,2030-05-02,Labour Party,PP53
Southwark,Camberwell Green,James Moyse,2030-05-02,Labour Party,PP53
Southwark,Champion Hill,Sarah King,2030-05-02,Labour Party,PP53
Southwark,Champion Hill,Bill Williams,2030-05-02,Labour Party,PP53
Southwark,Chaucer,Felix Hamer,2030-05-02,Green Party (E&W),PP63
Southwark,Chaucer,Suzanne Wise,2030-05-02,Green Party (E&W),PP63
Southwark,Chaucer,Pascale Mitchell,2030-05-02,Green Party (E&W),PP63
Southwark,Dulwich Hill,Tori Griffiths,2030-05-02,Labour Party,PP53
Southwark,Dulwich Hill,Janice White,2030-05-02,Green Party (E&W),PP63
Southwark,Dulwich Village,Margy Newens,2030-05-02,Labour Party,PP53
Southwark,Dulwich Village,Richard Leeming,2030-05-02,Labour Party,PP53
Southwark,Dulwich Wood,Ruth Bannister,2030-05-02,Labour Party,PP53
Southwark,Dulwich Wood,Sean Hannigan,2030-05-02,Labour Party,PP53
Southwark,Faraday,Mohamed Deen,2030-05-02,Labour Party,PP53
Southwark,Faraday,Felicia Johnston,2030-05-02,Labour Party,PP53
Southwark,Faraday,Sasjkia Otto,2030-05-02,Labour Party,PP53
Southwark,Goose Green,Eloise Waldon-Day,2030-05-02,Green Party (E&W),PP63
Southwark,Goose Green,James McAsh,2030-05-02,Green Party (E&W),PP63
Southwark,Goose Green,George Grime,2030-05-02,Green Party (E&W),PP63
Southwark,London Bridge & West Bermondsey,Sam Dalton,2030-05-02,Labour Party,PP53
Southwark,London Bridge & West Bermondsey,David Noakes,2030-05-02,Liberal Democrats,PP90
Southwark,London Bridge & West Bermondsey,Selena Gray,2030-05-02,Labour Party,PP53
Southwark,Newington,John Batteson,2030-05-02,Labour Party,PP53
Southwark,Newington,Natasha Ennin,2030-05-02,Labour Party,PP53
Southwark,Newington,Leigh Richman,2030-05-02,Labour Party,PP53
Southwark,North Bermondsey,Rachel Bentley,2030-05-02,Liberal Democrats,PP90
Southwark,North Bermondsey,Francesco Guerrieri,2030-05-02,Liberal Democrats,PP90
Southwark,North Bermondsey,Patrickson Obanya,2030-05-02,Liberal Democrats,PP90
Southwark,North Walworth,Rebecca Corn,2030-05-02,Green Party (E&W),PP63
Southwark,North Walworth,Sam Foster,2030-05-02,Green Party (E&W),PP63
Southwark,North Walworth,Vanessa Threadgold,2030-05-02,Green Party (E&W),PP63
Southwark,Nunhead & Queen's Road,Catherine Dawkins,2030-05-02,Green Party (E&W),PP63
Southwark,Nunhead & Queen's Road,Claire Sheppard,2030-05-02,Green Party (E&W),PP63
Southwark,Nunhead & Queen's Road,Richard Taylor,2030-05-02,Green Party (E&W),PP63
Southwark,Old Kent Road,Evelyn Akoto,2030-05-02,Labour Party,PP53
Southwark,Old Kent Road,Richard Livingstone,2030-05-02,Labour Party,PP53
Southwark,Old Kent Road,Alexandra Austin,2030-05-02,Green Party (E&W),PP63
Southwark,Peckham,Ryan Cox,2030-05-02,Green Party (E&W),PP63
Southwark,Peckham,Sabina Emmanuel,2030-05-02,Labour Party,PP53
Southwark,Peckham,Dean Peters,2030-05-02,Green Party (E&W),PP63
Southwark,Peckham Rye,Victoria Mills,2030-05-02,Labour Party,PP53
Southwark,Peckham Rye,Renata Hamvas,2030-05-02,Labour Party,PP53
Southwark,Rotherhithe,Colin Boyle,2030-05-02,Green Party (E&W),PP63
Southwark,Rotherhithe,Stephanie Cryan,2030-05-02,Labour Party,PP53
Southwark,Rotherhithe,Kath Whittam,2030-05-02,Green Party (E&W),PP63
Southwark,Rye Lane,Jasmine Ali,2030-05-02,Labour Party,PP53
Southwark,Rye Lane,Esme Dobson,2030-05-02,Labour Party,PP53
Southwark,Rye Lane,Reginald Popoola,2030-05-02,Green Party (E&W),PP63
Southwark,South Bermondsey,Fatmata Bah,2030-05-02,Labour Party,PP53
Southwark,South Bermondsey,Andy Bates,2030-05-02,Labour Party,PP53
Southwark,South Bermondsey,Sunny Lambe,2030-05-02,Labour Party,PP53
Southwark,St George's,Graham Neale,2030-05-02,Liberal Democrats,PP90
Southwark,St George's,Lina Usma,2030-05-02,Liberal Democrats,PP90
Southwark,St Giles,Rachael Penny,2030-05-02,Green Party (E&W),PP63
Southwark,St Giles,Callum Fowler,2030-05-02,Green Party (E&W),PP63
Southwark,St Giles,Andy Higson,2030-05-02,Green Party (E&W),PP63
Southwark,Surrey Docks,Richard Macmillan,2030-05-02,Liberal Democrats,PP90
Southwark,Surrey Docks,Adam Hood,2030-05-02,Liberal Democrats,PP90
Southwark,Surrey Docks,Jane Salmon,2030-05-02,Liberal Democrats,PP90
Sutton,Beddington,Nick Mattey,2030-05-02,Independent / Other,
Sutton,Beddington,Sue Ebanks,2030-05-02,Liberal Democrats,PP90
Sutton,Beddington,Rob Leah,2030-05-02,Liberal Democrats,PP90
Sutton,Belmont,Chandra Alapati,2030-05-02,Liberal Democrats,PP90
Sutton,Belmont,Joseph Barkham,2030-05-02,Liberal Democrats,PP90
Sutton,Belmont,Rashi Barsaiyan,2030-05-02,Liberal Democrats,PP90
Sutton,Carshalton Central,Isabel Araujo,2030-05-02,Liberal Democrats,PP90
Sutton,Carshalton Central,Andrew Jenner,2030-05-02,Liberal Democrats,PP90
Sutton,Carshalton Central,Jake Short,2030-05-02,Liberal Democrats,PP90
Sutton,Carshalton South & Clockhouse,Pete Chubb,2030-05-02,Liberal Democrats,PP90
Sutton,Carshalton South & Clockhouse,Noor Sumun,2030-05-02,Liberal Democrats,PP90
Sutton,Carshalton South & Clockhouse,Lisa Webster,2030-05-02,Liberal Democrats,PP90
Sutton,Cheam,Shimino Jesudas,2030-05-02,Liberal Democrats,PP90
Sutton,Cheam,Stephen Kingdom,2030-05-02,Liberal Democrats,PP90
Sutton,Cheam,Melody Thorpe,2030-05-02,Liberal Democrats,PP90
Sutton,Hackbridge,Tom Foster,2030-05-02,Liberal Democrats,PP90
Sutton,Hackbridge,Dave Tchil,2030-05-02,Labour Party,PP53
Sutton,North Cheam,James Appleby,2030-05-02,Liberal Democrats,PP90
Sutton,North Cheam,Naveen Samrat,2030-05-02,Liberal Democrats,PP90
Sutton,North Cheam,Jason Stone,2030-05-02,Liberal Democrats,PP90
Sutton,South Beddington & Roundshaw,Edward Joyce,2030-05-02,Liberal Democrats,PP90
Sutton,South Beddington & Roundshaw,Sunil Kumar,2030-05-02,Liberal Democrats,PP90
Sutton,South Beddington & Roundshaw,Judy Walsh,2030-05-02,Liberal Democrats,PP90
Sutton,St Helier East,Paul Cole,2030-05-02,Liberal Democrats,PP90
Sutton,St Helier East,Gemma Munday,2030-05-02,Liberal Democrats,PP90
Sutton,St Helier West,Janey Gould,2030-05-02,Reform UK,PP7931
Sutton,St Helier West,Joicy Joseph,2030-05-02,Liberal Democrats,PP90
Sutton,St Helier West,Alison Long,2030-05-02,Reform UK,PP7931
Sutton,Stonecot,Rob Beck,2030-05-02,Liberal Democrats,PP90
Sutton,Stonecot,Cumar Sahathevan,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton Central,Richard Choi,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton Central,Cryss Mennaceur,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton Central,Ed Parsley,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton North,Sam Cumber,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton North,Yusuf El-Razzak,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton North,Vanessa McCain,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton South,Richard Clifton,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton South,Trish Fivey,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton South,Asif Hirani,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton West & East Cheam,Qasim Esak,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton West & East Cheam,Louise Phelan,2030-05-02,Liberal Democrats,PP90
Sutton,Sutton West & East Cheam,Christopher Woolmer,2030-05-02,Liberal Democrats,PP90
Sutton,The Wrythe,Rukhsar Askari,2030-05-02,Liberal Democrats,PP90
Sutton,The Wrythe,Ian Simpson,2030-05-02,Liberal Democrats,PP90
Sutton,The Wrythe,Colin Stears,2030-05-02,Liberal Democrats,PP90
Sutton,Wallington North,Aaron Goater,2030-05-02,Liberal Democrats,PP90
Sutton,Wallington North,Sunita Gordon,2030-05-02,Liberal Democrats,PP90
Sutton,Wallington North,Barry Lewis,2030-05-02,Liberal Democrats,PP90
Sutton,Wallington South,Sam Martin,2030-05-02,Liberal Democrats,PP90
Sutton,Wallington South,Muhammad Sadiq,2030-05-02,Liberal Democrats,PP90
Sutton,Wallington South,Jayne McCoy,2030-05-02,Liberal Democrats,PP90
Sutton,Worcester Park North,Jo Elgarf,2030-05-02,Liberal Democrats,PP90
Sutton,Worcester Park North,Israel Owoade,2030-05-02,Liberal Democrats,PP90
Sutton,Worcester Park South,Jenna Hartley-Smith,2030-05-02,Liberal Democrats,PP90
Sutton,Worcester Park South,Luni Sabharwal,2030-05-02,Liberal Democrats,PP90
Tower Hamlets,Bromley North,Mohammed Ilyas,2030-05-02,Aspire,PP6713
Tower Hamlets,Lansbury,Iqbal Hossain,2030-05-02,Aspire,PP6713
Tower Hamlets,Lansbury,Foysal Ahmed,2030-05-02,Aspire,PP6713
Tower Hamlets,Whitechapel,Shafi Ahmed,2030-05-02,Aspire,PP6713
Tower Hamlets,Spitalfields & Banglatown,Faysal Ahmed,2030-05-02,Aspire,PP6713
Tower Hamlets,Stepney Green,Sabina Akhtar,2030-05-02,Aspire,PP6713
Tower Hamlets,St Dunstan's,Shafiq Islam,2030-05-02,Aspire,PP6713
Tower Hamlets,Mile End,Rougie Khanom,2030-05-02,Aspire,PP6713
Tower Hamlets,Bow East,Mads Churchhouse,2030-05-02,Green Party (E&W),PP63
Tower Hamlets,Whitechapel,Kamrul Hussain,2030-05-02,Aspire,PP6713
Tower Hamlets,Limehouse,David Edgar,2030-05-02,Labour Party,PP53
Tower Hamlets,Bow West,Rupert George,2030-05-02,Green Party (E&W),PP63
Tower Hamlets,Bow East,Ottilie Swinyard,2030-05-02,Green Party (E&W),PP63
Tower Hamlets,Blackwall & Cubitt Town,Bellal Uddin,2030-05-02,Aspire,PP6713
Tower Hamlets,Blackwall & Cubitt Town,Ahmodur Khan,2030-05-02,Aspire,PP6713
Tower Hamlets,Poplar,Gulam Kibria Choudhury,2030-05-02,Aspire,PP6713
Tower Hamlets,Island Gardens,Peter Golds,2030-05-02,Conservative and Unionist,PP52
Tower Hamlets,St Katharine's & Wapping,Abdal Ullah,2030-05-02,Labour Party,PP53
Tower Hamlets,Mile End,Mohammed Mahmud,2030-05-02,Aspire,PP6713
Tower Hamlets,Bow East,Jonathan Purcell,2030-05-02,Green Party (E&W),PP63
Tower Hamlets,Bethnal Green East,Syed Abdullah,2030-05-02,Aspire,PP6713
Tower Hamlets,Island Gardens,Sadiqur Rahman,2030-05-02,Aspire,PP6713
Tower Hamlets,Bethnal Green East,Ahmodul Kabir,2030-05-02,Aspire,PP6713
Tower Hamlets,Bethnal Green West,Abu Chowdhury,2030-05-02,Aspire,PP6713
Tower Hamlets,Bromley South,Shahaveer Hussain,2030-05-02,Labour Party,PP53
Tower Hamlets,Bethnal Green East,Halima Islam,2030-05-02,Aspire,PP6713
Tower Hamlets,St Katharine's & Wapping,Victoria Lupton,2030-05-02,Labour Party,PP53
Tower Hamlets,Whitechapel,Abulkashem Helal,2030-05-02,Aspire,PP6713
Tower Hamlets,Shadwell,Harun Miah,2030-05-02,Aspire,PP6713
Tower Hamlets,Lansbury,Abul Monsur,2030-05-02,Independent / Other,
Tower Hamlets,Bethnal Green West,Musthak Ahmed,2030-05-02,Aspire,PP6713
Tower Hamlets,St Dunstan's,Shenaly Miah,2030-05-02,Aspire,PP6713
Tower Hamlets,Shadwell,Rabina Khan,2030-05-02,Liberal Democrats,PP90
Tower Hamlets,Canary Wharf,Maium Talukdar,2030-05-02,Aspire,PP6713
Tower Hamlets,Bromley North,Abdul Mannan,2030-05-02,Aspire,PP6713
Tower Hamlets,Weavers,Kabir Ahmed,2030-05-02,Aspire,PP6713
Tower Hamlets,Bethnal Green West,Amin Rahman,2030-05-02,Aspire,PP6713
Tower Hamlets,Bow West,Martin Parker,2030-05-02,Green Party (E&W),PP63
Tower Hamlets,Weavers,Amina Ali,2030-05-02,Labour Party,PP53
Tower Hamlets,Stepney Green,Abdul Wahid Ali,2030-05-02,Aspire,PP6713
Tower Hamlets,Spitalfields & Banglatown,Suluk Ahmed,2030-05-02,Aspire,PP6713
Tower Hamlets,Blackwall & Cubitt Town,Minara Khatun,2030-05-02,Aspire,PP6713
Tower Hamlets,Mile End,Mohammed Omar Mehdi,2030-05-02,Aspire,PP6713
Tower Hamlets,Bromley South,Bodrul Choudhury,2030-05-02,Aspire,PP6713
Tower Hamlets,Canary Wharf,Saied Ahmed,2030-05-02,Aspire,PP6713
Waltham Forest,Cann Hall,Eva Tabbasam,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Cann Hall,Tom Hainge,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Cann Hall,Peter Richardson,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Cathall,Rachel Barrat,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Cathall,Aisha Abubakar,2030-05-02,Labour Party,PP53
Waltham Forest,Chapel End,Layla Rosa,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Chapel End,Sue Wheat,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Chapel End,Luke Glazzard,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Chingford Green,Mitchell Goldie,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Chingford Green,Kay Isa,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Chingford Green,Kelly Summers,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Endlebury,Roy Berg,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Endlebury,Emma Best,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Forest,Simone Mcnichols-Thomas,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Forest,Yuksel Gonul,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Forest,Paul Perkins,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Grove Green,Sarah Bentley,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Grove Green,Charlotte Lafferty,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Grove Green,Paul Treacy,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Hale End & Highams Park South,Tony Bell,2030-05-02,Labour Party,PP53
Waltham Forest,Hale End & Highams Park South,Rosalind Doré,2030-05-02,Labour Party,PP53
Waltham Forest,Hatch Lane & Highams Park North,Shenise Adam,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Hatch Lane & Highams Park North,Siobhan Wing,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Hatch Lane & Highams Park North,Umar Ali,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,High Street,Lisa Bryan,2030-05-02,Green Party (E&W),PP63
Waltham Forest,High Street,John Donegan,2030-05-02,Green Party (E&W),PP63
Waltham Forest,High Street,Marcelo Hart-Camus,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Higham Hill,Louise Ashcroft,2030-05-02,Green Party (E&W),PP63
