Council,Ward Name,Councillor Name,Next Election,Party Name,Electoral Commission Party Code
Croydon,Crystal Palace & Upper Norwood,Natalie Vesty,2030-05-02,Green Party (E&W),PP63
Croydon,Crystal Palace & Upper Norwood,Mark Adderley,2030-05-02,Green Party (E&W),PP63
Croydon,Fairfield,Ria Patel,2030-05-02,Green Party (E&W),PP63
Croydon,Fairfield,Esther Sutton,2030-05-02,Green Party (E&W),PP63
Croydon,Fairfield,Paul Ainscough,2030-05-02,Green Party (E&W),PP63
Croydon,Kenley,Gayle Gander,2030-05-02,Conservative and Unionist,PP52
Croydon,Kenley,Ola Kolade,2030-05-02,Conservative and Unionist,PP52
Croydon,New Addington North,Kola Agboola,2030-05-02,Labour Party,PP53
Croydon,New Addington North,Afuah Asantewaa,2030-05-02,Labour Party,PP53
Croydon,New Addington South,Scott Holman,2030-05-02,Reform UK,PP7931
Croydon,New Addington South,Adam Kellett,2030-05-02,Reform UK,PP7931
Croydon,Norbury & Pollards Hill,Leila Ben-Hassel,2030-05-02,Labour Party,PP53
Croydon,Norbury & Pollards Hill,John Wentworth,2030-05-02,Labour Party,PP53
Croydon,Norbury Park,Appu Srinivasan,2030-05-02,Labour Party,PP53
Croydon,Norbury Park,Julie Setchfield,2030-05-02,Labour Party,PP53
Croydon,Old Coulsdon,Margaret Bird,2030-05-02,Conservative and Unionist,PP52
Croydon,Old Coulsdon,Gill Hickson,2030-05-02,Liberal Democrats,PP90
Croydon,Park Hill & Whitgift,Andrew Price,2030-05-02,Conservative and Unionist,PP52
Croydon,Purley & Woodcote,Simon Brew,2030-05-02,Conservative and Unionist,PP52
Croydon,Purley & Woodcote,Samir Dwesar,2030-05-02,Conservative and Unionist,PP52
Croydon,Purley & Woodcote,James Hillam,2030-05-02,Conservative and Unionist,PP52
Croydon,Purley Oaks & Riddlesdown,Alasdair Stewart,2030-05-02,Conservative and Unionist,PP52
Croydon,Purley Oaks & Riddlesdown,Endri Llabuti,2030-05-02,Conservative and Unionist,PP52
Croydon,Sanderstead,Lynne Hale,2030-05-02,Conservative and Unionist,PP52
Croydon,Sanderstead,Yvette Hopley,2030-05-02,Conservative and Unionist,PP52
Croydon,Sanderstead,Helen Redfern,2030-05-02,Conservative and Unionist,PP52
Croydon,Selhurst,Catherine Wilson,2030-05-02,Labour Party,PP53
Croydon,Selhurst,Mohammed Islam,2030-05-02,Labour Party,PP53
Croydon,Selsdon & Addington Village,Joseph Lee,2030-05-02,Conservative and Unionist,PP52
Croydon,Selsdon & Addington Village,Robert Ward,2030-05-02,Conservative and Unionist,PP52
Croydon,Selsdon Vale & Forestdale,Jack Barwell,2030-05-02,Conservative and Unionist,PP52
Croydon,Selsdon Vale & Forestdale,Andy Stranack,2030-05-02,Conservative and Unionist,PP52
Croydon,Shirley North,Sue Bennett,2030-05-02,Conservative and Unionist,PP52
Croydon,Shirley North,Mark Johnson,2030-05-02,Conservative and Unionist,PP52
Croydon,Shirley North,Richard Chatterjee,2030-05-02,Conservative and Unionist,PP52
Croydon,Shirley South,Jason Cummings,2030-05-02,Conservative and Unionist,PP52
Croydon,Shirley South,Scott Roche,2030-05-02,Conservative and Unionist,PP52
Croydon,South Croydon,Danielle Denton,2030-05-02,Conservative and Unionist,PP52
Croydon,South Croydon,Michael Neal,2030-05-02,Conservative and Unionist,PP52
Croydon,South Croydon,Matthew Dormer,2030-05-02,Conservative and Unionist,PP52
Croydon,South Norwood,Tracey Hague,2030-05-02,Green Party (E&W),PP63
Croydon,South Norwood,Melanie Felten,2030-05-02,Labour Party,PP53
Croydon,South Norwood,Martyn Post,2030-05-02,Green Party (E&W),PP63
Croydon,Thornton Heath,Jose Fernandes,2030-05-02,Labour Party,PP53
Croydon,Thornton Heath,Vicky Newton,2030-05-02,Labour Party,PP53
Croydon,Thornton Heath,Ben Taylor,2030-05-02,Labour Party,PP53
Croydon,Waddon,Rowenna Davis,2030-05-02,Labour Party,PP53
Croydon,Waddon,Sam Attwater,2030-05-02,Labour Party,PP53
Croydon,Waddon,Ellily Ponnuthurai,2030-05-02,Labour Party,PP53
Croydon,West Thornton,Janet Campbell,2030-05-02,Labour Party,PP53
Croydon,West Thornton,Rym Daoud,2030-05-02,Labour Party,PP53
Croydon,West Thornton,Stuart King,2030-05-02,Labour Party,PP53
Croydon,Woodside,Amy Foster,2030-05-02,Labour Party,PP53
Croydon,Woodside,Brigitte Graham,2030-05-02,Labour Party,PP53
Croydon,Woodside,Laura Bradnam,2030-05-02,Green Party (E&W),PP63
Ealing,Central Greenford,Munir Abbasi,2030-05-02,Labour Party,PP53
Ealing,Central Greenford,Valery Ryan,2030-05-02,Labour Party,PP53
Ealing,Central Greenford,Sanjai Kohli,2030-05-02,Labour Party,PP53
Ealing,Dormers Wells,Kanwal Bains,2030-05-02,Labour Party,PP53
Ealing,Dormers Wells,Ranjit Dheer,2030-05-02,Labour Party,PP53
Ealing,Dormers Wells,Isabel Owen,2030-05-02,Labour Party,PP53
Ealing,Ealing Broadway,Julian Gallant,2030-05-02,Conservative and Unionist,PP52
Ealing,Ealing Broadway,Sean Hanrahan,2030-05-02,Conservative and Unionist,PP52
Ealing,Ealing Broadway,Adam Keenan,2030-05-02,Liberal Democrats,PP90
Ealing,Ealing Common,Jon Ball,2030-05-02,Liberal Democrats,PP90
Ealing,Ealing Common,Connie Hersch,2030-05-02,Liberal Democrats,PP90
Ealing,Ealing Common,Lakhbir Singh,2030-05-02,Liberal Democrats,PP90
Ealing,East Acton,Stephen Donnelly,2030-05-02,Labour Party,PP53
Ealing,East Acton,Rabia Nasimi,2030-05-02,Labour Party,PP53
Ealing,East Acton,Hitesh Tailor,2030-05-02,Labour Party,PP53
Ealing,Greenford Broadway,Stephanie Ajayi,2030-05-02,Labour Party,PP53
Ealing,Greenford Broadway,Harbhajan Dheer,2030-05-02,Labour Party,PP53
Ealing,Greenford Broadway,Anthony Kelly,2030-05-02,Labour Party,PP53
Ealing,Hanger Hill,Jonathan Oxley,2030-05-02,Liberal Democrats,PP90
Ealing,Hanger Hill,Athena Zissimos,2030-05-02,Liberal Democrats,PP90
Ealing,Hanger Hill,Mark Sanders,2030-05-02,Liberal Democrats,PP90
Ealing,Hanwell Broadway,Clare Welsby,2030-05-02,Green Party (E&W),PP63
Ealing,Hanwell Broadway,Natalia Kubica,2030-05-02,Green Party (E&W),PP63
Ealing,Hanwell Broadway,Andrew Walkley,2030-05-02,Green Party (E&W),PP63
Ealing,Lady Margaret,Praveen Anand,2030-05-02,Labour Party,PP53
Ealing,Lady Margaret,Karam Mohan,2030-05-02,Labour Party,PP53
Ealing,Lady Margaret,Monica Hamidi,2030-05-02,Labour Party,PP53
Ealing,North Acton,Blerina Hashani,2030-05-02,Labour Party,PP53
Ealing,North Acton,Simon Anthony,2030-05-02,Green Party (E&W),PP63
Ealing,North Acton,Hodan Haili,2030-05-02,Labour Party,PP53
Ealing,North Greenford,Kristian Mower,2030-05-02,Conservative and Unionist,PP52
Ealing,North Greenford,Ajay Roy,2030-05-02,Conservative and Unionist,PP52
Ealing,North Greenford,Flora MacLoughlin,2030-05-02,Conservative and Unionist,PP52
Ealing,North Hanwell,Louise Brett,2030-05-02,Labour Party,PP53
Ealing,North Hanwell,Ray Wall,2030-05-02,Labour Party,PP53
Ealing,North Hanwell,Lauren Wall,2030-05-02,Labour Party,PP53
Ealing,Northfield,Paul Driscoll,2030-05-02,Labour Party,PP53
Ealing,Northfield,Ian Kingston,2030-05-02,Labour Party,PP53
Ealing,Northfield,Sinead Whelan,2030-05-02,Labour Party,PP53
Ealing,Northolt Mandeville,Andrew Bailey,2030-05-02,Labour Party,PP53
Ealing,Northolt Mandeville,Miriam Rice,2030-05-02,Labour Party,PP53
Ealing,Northolt Mandeville,Dominic Moffitt,2030-05-02,Labour Party,PP53
Ealing,Northolt West End,Atlyn Forde,2030-05-02,Labour Party,PP53
Ealing,Northolt West End,Bassam Mahfouz,2030-05-02,Labour Party,PP53
Ealing,Northolt West End,Dee Martin,2030-05-02,Labour Party,PP53
Ealing,Norwood Green,John Martin,2030-05-02,Independent / Other,
Ealing,Norwood Green,Jags Sanghera,2030-05-02,Labour Party,PP53
Ealing,Norwood Green,Ghulam Murtaza,2030-05-02,Labour Party,PP53
Ealing,Perivale,Munir Ahmed,2030-05-02,Labour Party,PP53
Ealing,Perivale,Tariq Mahmood,2030-05-02,Labour Party,PP53
Ealing,Perivale,Charan Sharma,2030-05-02,Labour Party,PP53
Ealing,Pitshanger,Rima Baaklini,2030-05-02,Labour Party,PP53
Ealing,Pitshanger,Ben Wesson,2030-05-02,Labour Party,PP53
Ealing,Pitshanger,Shaira Karimi,2030-05-02,Labour Party,PP53
Ealing,South Acton,Katie Douglas,2030-05-02,Labour Party,PP53
Ealing,South Acton,Yvonne Johnson,2030-05-02,Labour Party,PP53
Ealing,South Acton,Husam Alharahsheh,2030-05-02,Green Party (E&W),PP63
Ealing,Southall Broadway,Shahbaz Ahmed,2030-05-02,Labour Party,PP53
Ealing,Southall Broadway,Kamaljit Nagpal,2030-05-02,Labour Party,PP53
Ealing,Southall Green,Jasbir Anand,2030-05-02,Labour Party,PP53
Ealing,Southall Green,Kamaljit Dhindsa,2030-05-02,Labour Party,PP53
Ealing,Southall Green,Peter Mason,2030-05-02,Labour Party,PP53
Ealing,Southall West,Kim Nagpal,2030-05-02,Labour Party,PP53
Ealing,Southall West,Faduma Mohamed,2030-05-02,Labour Party,PP53
Ealing,Southfield,Gary Busuttil,2030-05-02,Liberal Democrats,PP90
Ealing,Southfield,Gary Malcolm,2030-05-02,Liberal Democrats,PP90
Ealing,Southfield,Andrew Steed,2030-05-02,Liberal Democrats,PP90
Ealing,Walpole,Matt Mellor,2030-05-02,Liberal Democrats,PP90
Ealing,Walpole,Will Francis,2030-05-02,Liberal Democrats,PP90
Ealing,Walpole,Ksenia Maximova,2030-05-02,Liberal Democrats,PP90
Enfield,Arnos Grove,Paul Pratt,2030-05-02,Conservative and Unionist,PP52
Enfield,Arnos Grove,Shyam Lennon,2030-05-02,Conservative and Unionist,PP52
Enfield,Bowes,Alex Diner,2030-05-02,Labour Party,PP53
Enfield,Bowes,Dino Lemonides,2030-05-02,Conservative and Unionist,PP52
Enfield,Brimsdown,Hivran Dalkaya,2030-05-02,Labour Party,PP53
Enfield,Brimsdown,Ahmet Hasan,2030-05-02,Labour Party,PP53
Enfield,Brimsdown,Bektas Ozer,2030-05-02,Labour Party,PP53
Enfield,Bullsmoor,Destiny Karakus,2030-05-02,Labour Party,PP53
Enfield,Bullsmoor,Faye Nimoh,2030-05-02,Labour Party,PP53
Enfield,Bush Hill Park,Patricia Gregory,2030-05-02,Conservative and Unionist,PP52
Enfield,Bush Hill Park,James Hockney,2030-05-02,Conservative and Unionist,PP52
Enfield,Bush Hill Park,Peter Fallart,2030-05-02,Conservative and Unionist,PP52
Enfield,Carterhatch,Ayten Guzel,2030-05-02,Labour Party,PP53
Enfield,Carterhatch,Nawshad Ali,2030-05-02,Labour Party,PP53
Enfield,Cockfosters,Alessandro Georgiou,2030-05-02,Conservative and Unionist,PP52
Enfield,Cockfosters,Alara Ayyildiz,2030-05-02,Conservative and Unionist,PP52
Enfield,Edmonton Green,Ergin Erbil,2030-05-02,Labour Party,PP53
Enfield,Edmonton Green,Abdul Abdullahi,2030-05-02,Labour Party,PP53
Enfield,Edmonton Green,Gunes Akbulut,2030-05-02,Labour Party,PP53
Enfield,Enfield Lock,Sarah Jons,2030-05-02,Green Party (E&W),PP63
Enfield,Enfield Lock,Suna Hurman,2030-05-02,Labour Party,PP53
Enfield,Enfield Lock,Ratip Alsulaiman,2030-05-02,Green Party (E&W),PP63
Enfield,Grange Park,Chris Dey,2030-05-02,Conservative and Unionist,PP52
Enfield,Grange Park,Andy Milne,2030-05-02,Conservative and Unionist,PP52
Enfield,Haselbury,Ibrahim Cam,2030-05-02,Labour Party,PP53
Enfield,Haselbury,Mahym Bedekova,2030-05-02,Labour Party,PP53
Enfield,Haselbury,George Savva,2030-05-02,Labour Party,PP53
Enfield,Highfield,Bambos Charalambous,2030-05-02,Conservative and Unionist,PP52
Enfield,Highfield,Peter Charalambous,2030-05-02,Conservative and Unionist,PP52
Enfield,Jubilee,Ian Barnes,2030-05-02,Labour Party,PP53
Enfield,Jubilee,Alev Cazimoglu,2030-05-02,Labour Party,PP53
Enfield,Jubilee,Susan Erbil,2030-05-02,Labour Party,PP53
Enfield,Lower Edmonton,Sinan Boztas,2030-05-02,Labour Party,PP53
Enfield,Lower Edmonton,Siddo Dwyer,2030-05-02,Labour Party,PP53
Enfield,Lower Edmonton,Elif Erbil,2030-05-02,Labour Party,PP53
Enfield,New Southgate,Laura Davenport,2030-05-02,Green Party (E&W),PP63
Enfield,New Southgate,Madeline Church,2030-05-02,Green Party (E&W),PP63
Enfield,Oakwood,James Bone,2030-05-02,Conservative and Unionist,PP52
Enfield,Oakwood,Tom O'Halloran,2030-05-02,Conservative and Unionist,PP52
Enfield,Palmers Green,Chris James,2030-05-02,Labour Party,PP53
Enfield,Palmers Green,Doug Taylor,2030-05-02,Labour Party,PP53
Enfield,Ponders End,Aziz Yildiz,2030-05-02,Green Party (E&W),PP63
Enfield,Ponders End,Niamh O'Brien,2030-05-02,Labour Party,PP53
Enfield,Ridgeway,Joanne Laban,2030-05-02,Conservative and Unionist,PP52
Enfield,Ridgeway,Andrew Thorp,2030-05-02,Conservative and Unionist,PP52
Enfield,Ridgeway,Edward Smith,2030-05-02,Conservative and Unionist,PP52
Enfield,Southbury,Penny Heathwood,2030-05-02,Conservative and Unionist,PP52
Enfield,Southbury,Betty Achayo,2030-05-02,Conservative and Unionist,PP52
Enfield,Southbury,Benny Neza,2030-05-02,Conservative and Unionist,PP52
Enfield,Southgate,Stephanos Ioannou,2030-05-02,Conservative and Unionist,PP52
Enfield,Southgate,Chris Joannides,2030-05-02,Conservative and Unionist,PP52
Enfield,Southgate,Elisa Morreale,2030-05-02,Conservative and Unionist,PP52
Enfield,Town,Michael Rye,2030-05-02,Conservative and Unionist,PP52
Enfield,Town,Emma Supple,2030-05-02,Conservative and Unionist,PP52
Enfield,Town,Kiran Mistry,2030-05-02,Conservative and Unionist,PP52
Enfield,Upper Edmonton,Margaret Greer,2030-05-02,Labour Party,PP53
Enfield,Upper Edmonton,Tim Leaver,2030-05-02,Labour Party,PP53
Enfield,Upper Edmonton,Chris McCoy,2030-05-02,Labour Party,PP53
Enfield,Whitewebbs,Reece Fox,2030-05-02,Conservative and Unionist,PP52
Enfield,Whitewebbs,Maxwell Day,2030-05-02,Conservative and Unionist,PP52
Enfield,Whitewebbs,Eralda Qirjo,2030-05-02,Conservative and Unionist,PP52
Enfield,Winchmore Hill,Maria Alexandrou,2030-05-02,Conservative and Unionist,PP52
Enfield,Winchmore Hill,Lee Chamberlain,2030-05-02,Conservative and Unionist,PP52
Greenwich,Abbey Wood,Tom Creswell,2030-05-02,Labour Party,PP53
Greenwich,Abbey Wood,Jummy Dawodu,2030-05-02,Labour Party,PP53
Greenwich,Abbey Wood,Gaumaya Ranabhat,2030-05-02,Labour Party,PP53
Greenwich,Blackheath Westcombe,Mariam Lolavar,2030-05-02,Labour Party,PP53
Greenwich,Blackheath Westcombe,Leo Fletcher,2030-05-02,Labour Party,PP53
Greenwich,Blackheath Westcombe,Christine St. Matthew-Daniel,2030-05-02,Labour Party,PP53
Greenwich,Charlton Hornfair,Jessica Holland,2030-05-02,Green Party (E&W),PP63
Greenwich,Charlton Hornfair,Bren Albiston,2030-05-02,Labour Party,PP53
Greenwich,Charlton Village & Riverside,David Gardner,2030-05-02,Labour Party,PP53
Greenwich,Charlton Village & Riverside,Jo Van Den Broek,2030-05-02,Labour Party,PP53
Greenwich,East Greenwich,Jo Land,2030-05-02,Green Party (E&W),PP63
Greenwich,East Greenwich,George Edgar,2030-05-02,Green Party (E&W),PP63
Greenwich,East Greenwich,Patrick Ives,2030-05-02,Green Party (E&W),PP63
Greenwich,Eltham Page,Paul Banks,2030-05-02,Reform UK,PP7931
Greenwich,Eltham Page,Jane Dickenson,2030-05-02,Labour Party,PP53
Greenwich,Eltham Park & Progress,Jeremy Fraser,2030-05-02,Labour Party,PP53
Greenwich,Eltham Park & Progress,Gabriella Olumide,2030-05-02,Labour Party,PP53
Greenwich,Eltham Town & Avery Hill,Charlie Davis,2030-05-02,Conservative and Unionist,PP52
Greenwich,Eltham Town & Avery Hill,Patricia Greenwell,2030-05-02,Conservative and Unionist,PP52
Greenwich,Eltham Town & Avery Hill,Rob Sayers,2030-05-02,Conservative and Unionist,PP52
Greenwich,Greenwich Creekside,Tillie Muir,2030-05-02,Labour Party,PP53
Greenwich,Greenwich Creekside,Calum Mulligan,2030-05-02,Labour Party,PP53
Greenwich,Greenwich Park,Stacy Smith,2030-05-02,Green Party (E&W),PP63
Greenwich,Greenwich Park,Karin Tearle,2030-05-02,Green Party (E&W),PP63
Greenwich,Greenwich Peninsula,Austin McGrath,2030-05-02,Green Party (E&W),PP63
Greenwich,Greenwich Peninsula,Claire Selby,2030-05-02,Green Party (E&W),PP63
Greenwich,Greenwich Peninsula,Denise Scott-McDonald,2030-05-02,Labour Party,PP53
Greenwich,Kidbrooke Park,John Fahy,2030-05-02,Labour Party,PP53
Greenwich,Kidbrooke Park,Nikki Thurlow,2030-05-02,Labour Party,PP53
Greenwich,Kidbrooke Village & Sutcliffe,Sandra Bauer,2030-05-02,Labour Party,PP53
Greenwich,Kidbrooke Village & Sutcliffe,Lewis Hurst,2030-05-02,Labour Party,PP53
Greenwich,Middle Park & Horn Park,Olu Babatola,2030-05-02,Labour Party,PP53
Greenwich,Middle Park & Horn Park,Rachel Taggart-Ryan,2030-05-02,Labour Party,PP53
Greenwich,"Mottingham, Coldharbour & New Eltham",Matt Hartley,2030-05-02,Conservative and Unionist,PP52
Greenwich,"Mottingham, Coldharbour & New Eltham",Roger Tester,2030-05-02,Conservative and Unionist,PP52
Greenwich,"Mottingham, Coldharbour & New Eltham",Luke Warren,2030-05-02,Conservative and Unionist,PP52
Greenwich,Plumstead & Glyndon,Tammy Aghedo,2030-05-02,Labour Party,PP53
Greenwich,Plumstead & Glyndon,Jit Ranabhat,2030-05-02,Labour Party,PP53
Greenwich,Plumstead & Glyndon,Adel Khaireh,2030-05-02,Labour Party,PP53
Greenwich,Plumstead Common,Leonie Barron,2030-05-02,Green Party (E&W),PP63
Greenwich,Plumstead Common,Stewart Christie,2030-05-02,Green Party (E&W),PP63
Greenwich,Plumstead Common,David Monteith,2030-05-02,Green Party (E&W),PP63
Greenwich,Shooters Hill,Tamasin Rhymes,2030-05-02,Green Party (E&W),PP63
Greenwich,Shooters Hill,Max Green,2030-05-02,Green Party (E&W),PP63
Greenwich,Thamesmead Moorings,Femi Solola,2030-05-02,Labour Party,PP53
Greenwich,Thamesmead Moorings,Averil Lekau,2030-05-02,Labour Party,PP53
Greenwich,West Thamesmead,Nathan Baffour-Awuah,2030-05-02,Labour Party,PP53
Greenwich,West Thamesmead,Jahdia Spencer,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Arsenal,Joshua Ayodele,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Arsenal,Sam Littlewood,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Arsenal,Jackie Smith,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Common,Elizabeth Ige,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Common,Anthony Okereke,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Dockyard,Asli Mohammed,2030-05-02,Labour Party,PP53
Greenwich,Woolwich Dockyard,Raja Zeeshan,2030-05-02,Labour Party,PP53
Hackney,Hoxton East & Shoreditch,Kam Adams,2030-05-02,Labour Party,PP53
Hackney,Dalston,Zoe Garbett,2030-05-02,Green Party (E&W),PP63
Hackney,Brownswood,Soraya Adejare,2030-05-02,Green Party (E&W),PP63
Hackney,London Fields,Brenda Puech,2030-05-02,Green Party (E&W),PP63
Hackney,Victoria,Rolf Dekker,2030-05-02,Green Party (E&W),PP63
Hackney,Haggerston,Siobhan MacMahon,2030-05-02,Green Party (E&W),PP63
Hackney,De Beauvoir,Gemma Per-Bo,2030-05-02,Green Party (E&W),PP63
Hackney,Woodberry Down,Sarah Young,2030-05-02,Labour Party,PP53
Hackney,Clissold,Sam Mathys,2030-05-02,Green Party (E&W),PP63
Hackney,Homerton,Zoe Holman,2030-05-02,Green Party (E&W),PP63
Hackney,Stoke Newington,Jacob Cable,2030-05-02,Green Party (E&W),PP63
Hackney,Hackney Central,Izzy Castello-Cortes,2030-05-02,Green Party (E&W),PP63
Hackney,Hoxton East & Shoreditch,Janet Lee,2030-05-02,Green Party (E&W),PP63
Hackney,Hackney Downs,Alastair Binnie-Lubbock,2030-05-02,Green Party (E&W),PP63
Hackney,Hoxton East & Shoreditch,Mihai Chereji,2030-05-02,Green Party (E&W),PP63
Hackney,Clissold,George Sheldon Grün,2030-05-02,Green Party (E&W),PP63
Hackney,Stoke Newington,Ifhat Shaheen,2030-05-02,Green Party (E&W),PP63
Hackney,Lea Bridge,Antoinette Fernandez,2030-05-02,Green Party (E&W),PP63
Hackney,Shacklewell,Ülgen Semerci,2030-05-02,Green Party (E&W),PP63
Hackney,Victoria,Joanna Sumner,2030-05-02,Labour Party,PP53
Hackney,Hackney Central,Pascale Frazer-Carroll,2030-05-02,Green Party (E&W),PP63
Hackney,Clissold,Rachel Maguire,2030-05-02,Labour Party,PP53
Hackney,Hackney Wick,Aaron Briddon,2030-05-02,Green Party (E&W),PP63
Hackney,Shacklewell,Cathy Troupp,2030-05-02,Green Party (E&W),PP63
Hackney,Hoxton West,Nicholas Blincoe,2030-05-02,Green Party (E&W),PP63
Hackney,Hoxton West,Ben Lucas,2030-05-02,Labour Party,PP53
Hackney,Haggerston,Charlene Concepcion,2030-05-02,Green Party (E&W),PP63
Hackney,Hackney Downs,Laura-Louise Fairley,2030-05-02,Green Party (E&W),PP63
Hackney,Stoke Newington,Reiner Tegtmeyer,2030-05-02,Green Party (E&W),PP63
Hackney,Homerton,Anna Lynch,2030-05-02,Labour Party,PP53
Hackney,Haggerston,Nisa Sharif,2030-05-02,Green Party (E&W),PP63
Hackney,Homerton,Robert Chapman,2030-05-02,Labour Party,PP53
Hackney,Lea Bridge,Bettina Maidment,2030-05-02,Green Party (E&W),PP63
Hackney,London Fields,Anntoinette Bramble,2030-05-02,Labour Party,PP53
Hackney,King's Park,Abi Kingston,2030-05-02,Green Party (E&W),PP63
Hackney,De Beauvoir,Paul Anderson,2030-05-02,Green Party (E&W),PP63
Hackney,London Fields,Kwame Otiende,2030-05-02,Green Party (E&W),PP63
Hackney,Brownswood,Florence Schechter,2030-05-02,Green Party (E&W),PP63
Hackney,King's Park,Jasmine O’Connor,2030-05-02,Green Party (E&W),PP63
Hackney,Lea Bridge,Sally Zlotowitz,2030-05-02,Green Party (E&W),PP63
Hackney,King's Park,Emmanuel Onapa,2030-05-02,Green Party (E&W),PP63
Hackney,Hackney Downs,Dylan Law,2030-05-02,Green Party (E&W),PP63
Hackney,Stamford Hill West,Benzion Papier,2030-05-02,Conservative and Unionist,PP52
Hackney,Woodberry Down,Florence Davies,2030-05-02,Green Party (E&W),PP63
Hackney,Hackney Wick,Tyrone Scott,2030-05-02,Green Party (E&W),PP63
Hackney,Dalston,Rachel Nkiessu-Guifo,2030-05-02,Green Party (E&W),PP63
Hackney,Hackney Central,James Tilden,2030-05-02,Green Party (E&W),PP63
Hackney,Victoria,Daniel Rea,2030-05-02,Labour Party,PP53
Hackney,Hackney Wick,Jam Anker,2030-05-02,Green Party (E&W),PP63
Hackney,Hoxton West,Jas Crowe,2030-05-02,Green Party (E&W),PP63
Hackney,Springfield,Simche Steinberger,2030-05-02,Conservative and Unionist,PP52
Hackney,Springfield,Michael Levy,2030-05-02,Conservative and Unionist,PP52
Hackney,Stamford Hill West,Hershy Lisser,2030-05-02,Conservative and Unionist,PP52
Hackney,Springfield,Shau Krautwirt,2030-05-02,Conservative and Unionist,PP52
Hackney,Cazenove,Charie Lawrie,2030-05-02,Green Party (E&W),PP63
Hackney,Cazenove,Ian Sharer,2030-05-02,Conservative and Unionist,PP52
Hackney,Cazenove,Emma Neath,2030-05-02,Green Party (E&W),PP63
Hammersmith and Fulham,Addison,Jacolyn Daly,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Addison,Ross Melton,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Avonmore,Joe Eaton,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Avonmore,Laura Janes,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Brook Green,Stala Antoniades,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Brook Green,Florent Sherifi,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,College Park & Old Oak,Wesley Harcourt,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,College Park & Old Oak,Bora Kwon,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,College Park & Old Oak,Alex Sanderson,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Coningham,Lisa Homan,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Coningham,Rowan Ree,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Coningham,Rory Vaughan,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Fulham Reach,David Campbell,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Fulham Reach,Anna Magryta-Urban,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Fulham Reach,Nikos Souslous,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Fulham Town,Victoria Brocklebank-Fowler,2030-05-02,Conservative and Unionist,PP52
Hammersmith and Fulham,Fulham Town,Liam Downer-Sanderson,2030-05-02,Conservative and Unionist,PP52
Hammersmith and Fulham,Grove,Hannah Bulmer,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Grove,Stephen Cowan,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Hammersmith Broadway,Molly Mantle,2030-05-02,Labour Party,PP53
Hammersmith and Fulham,Hammersmith Broadway,Callum Nimmo,2030-05-02,Labour Party,PP53
